,약용식물분포설명,약용식물복용방법설명,약용식물효과설명,약용식물번호,약용식물전경이미지URL,약용식물약재명,약용식물종명,약용식물이용부위이미지URL,약용식물이용이미지URL,식물분류명,식물생태설명,식물과명,식물종학명,이용방법설명
296,"한국(전국), 유럽","(내복): 탕전(湯煎)하거나, 즙을 내어 복용한다.","건위, 경련, 고혈압, 요혈, 만성위염, 발한, 소변불리, 소아감적, 소아 경풍, 유즙 결핍, 유즙 불통, 이뇨, 종창, 진정, 최면제, 탈피기급, 통리수도, 피부 미백, 홍조 발진",453,http://api.forest.go.kr/openapi/image/2015453/20154531.jpg,와거(萵苣),상추,http://api.forest.go.kr/openapi/image/2015453/20154532.jpg,http://api.forest.go.kr/openapi/image/2015453/20154533.jpg,피자식물/쌍자엽식물,재배하는 이년 초로 높이가 1m에 달하고 가지가 많이 갈라진다. 줄기에 달린 잎은 점차 작아지며 윗부분의 것은 밑부분이 화살처럼 되어 원줄기를 감싸고 양면에 주름이 많다. 꽃은 황색으로 6∼7월에 두화가 가지에 총상으로 달린다. 열매는 수과로 끝에 긴 부리가 있고 능선이 있다.,국화과(Compositae),Lactuca sativa L.,종자와 전초를 채취하여 말린다.
297,"한국(전국), 중국, 일본, 러시아",(내복): 탕전(湯煎)하여 복용한다.,"각기, 거풍청열, 기관지염, 나력, 요통, 위암, 위장염, 이기화습, 이뇨, 제습, 종독, 중풍, 진통, 타박상, 편도선염, 풍, 풍비, 해독, 해열",112,http://api.forest.go.kr/openapi/image/2015112/20151121.jpg,편복갈근(蝙蝠葛根),새모래덩굴,http://api.forest.go.kr/openapi/image/2015112/20151122.jpg,http://api.forest.go.kr/openapi/image/2015112/20151123.jpg,피자식물/쌍자엽식물,응달이나 돌담 근처에 자라는 낙엽 덩굴식물로 길이가 1∼3m에 달하고 줄기에 털이 없다. 잎은 어긋나기하며 첨두 심장저이고 3∼7각이거나 가장자리가 밋밋하다. 꽃은 연한 홍색으로 6월 잎겨드랑이에 원추화서로 달린다. 열매는 둥글며 9월에 흑색으로 익고 종자는 편평하며 둥근 심장형이다. ☞ 방기에 비해 잎이 방패 모양이고 꽃덮이는 나선형으로 배열한다.,방기과(Menispermaceae),Menispermum dauricum DC.,뿌리를 가을에 채취하여 햇볕에 말린다.
298,"한국(전국), 중국, 일본, 러시아, 몽고","(내복): 탕전(湯煎)하여 복용한다. (외용): 짓찧어 상처부위에 붙이거나, 물로 달여서 닦아낸다.","간염, 간질, 강장 보호, 골절, 목마름, 구창, 근골 위약, 기력증진, 기부족, 명목, 미용, 보양 익음, 사태, 식우육체, 식중독, 실뇨, 안태, 야뇨증, 양모발약, 양위, 여드름, 오줌소태, 요슬산통, 요통, 요혈, 월경이상, 위장염, 유정증, 발기불능, 익기, 자양강장, 조루증, 최음제, 치질 등",343,http://api.forest.go.kr/openapi/image/2015343/20153431.jpg,토사자(菟絲子),새삼,http://api.forest.go.kr/openapi/image/2015343/20153432.jpg,http://api.forest.go.kr/openapi/image/2015343/20153433.jpg,피자식물/쌍자엽식물,들에서 자라며 목본식물에 기생하는 1년 초로 원줄기는 철사 같고 황적색이 돌며 털이 없고 다른 나무에 붙게 되면 뿌리가 없어지고 기주식물에서 양분을 흡수한다. 잎은 비늘 같으며 3각형이다. 꽃은 백색으로 8∼9월에 수상화서에 모여 달린다. 열매는 삭과로 난형이며 익으면 뚜껑이 떨어진다. ☞ 실새삼보다 줄기는 더 굵고 꽃은 약간 수상으로 달린다.,메꽃과(Convolvulaceae),Cuscuta japonica Choisy,종자를 과실성숙기에 채취하여 햇볕에 말린다.
299,"한국(충남, 전남, 제주도), 일본, 중국","(내복): 탕전(湯煎)하여 복용한다. (외용): 가루를 내어 상처 부위에 개어 붙이거나, 짓찧어 상처 부위에 붙인다.","음종, 림프절염, 종독, 치핵, 타박상, 편도선염, 해독, 활혈",533,http://api.forest.go.kr/openapi/image/2015533/20155331.jpg,구절충(九節蟲),새우난초,http://api.forest.go.kr/openapi/image/2015533/20155332.jpg,http://api.forest.go.kr/openapi/image/2015533/20155333.jpg,피자식물 / 단자엽식물,"숲에 자라는 다년초로서 근경이 옆으로 벋으며 염주형이고 잔뿌리가 돋는다. 잎은 2년생으로 첫해에는 2∼3개가 다발로 자라고 장타원형이며 양 끝이 좁고 주름이 진다. 꽃은 4∼5월에 피고 잎 사이에서 나온다.
 ☞ 여름새우난보다 꽃에 거가 있다.",난초과(Orchidaceae),Calanthe discolor Lindl.,전초와 근경을 6∼7월에 채취하여 햇볕에 말린다.
300,"한국(전국), 중국, 일본",(내복): 탕전(湯煎)하여 복용한다. (외용): 짓찧어 상처 부위에 붙인다.,"강근골, 강심제, 건위, 경혈, 산어소종, 유방동통, 조갈증, 중독증, 타박상, 통증, 학질, 한열왕래, 해열, 활혈서근",122,http://api.forest.go.kr/openapi/image/2015122/20151221.jpg,황매목(黃梅木),생강나무,http://api.forest.go.kr/openapi/image/2015122/20151222.jpg,http://api.forest.go.kr/openapi/image/2015122/20151223.jpg,피자식물/쌍자엽식물,산골짜기 숲 그늘에 자라는 낙엽관목으로 높이가 3m에 달하고 잔가지와 겨울눈에 털이 없다. 잎은 어긋나기하며 난형 또는 난상 원형이고 둔두이며 심장저 또는 원저이고 가장자리는 밋밋하다. 꽃은 이가화로서 3월 잎보다 먼저 피고 산형화서로 달린다. 열매는 장과로 둥글며 종자는 9월에 흑색으로 익는다. ☞ 잎은 난원형으로 잎자루 끝에서 3개의 맥이 장상으로 나간다.,녹나무과(Lauraceae),Lindera obtusiloba Blume,소지를 연중 채취하여 햇볕이 말린다.
301,"한국(남부), 중국, 일본, 대만","(내복): 탕전(湯煎)하거나, 환제 또는 가루약으로 복용한다.","건뇌, 건위, 장뇌유, 진정",121,http://api.forest.go.kr/openapi/image/2015121/20151211.jpg,계피(桂皮),생달나무,http://api.forest.go.kr/openapi/image/2015121/20151212.jpg,http://api.forest.go.kr/openapi/image/2015121/20151213.jpg,피자식물/쌍자엽식물,바닷가 산기슭에 자라는 상록교목으로 높이가 15m에 달하고 나무껍질은 흑색이며 잔가지는 녹색이다. 잎은 어긋나기하며 좁은 난형 또는 장타원형이고 끝이 뾰족해지다가 둥글게 끝나며 예저 또는 원저이다. 꽃은 연한 홍색으로 6월 잎겨드랑이에 산형상 취산화서로 달린다. 열매는 장과로 타원형이고 흑자색으로 익는다. ☞ 녹나무보다 꽃은 취산화서로 달리고 잎 뒷면 측맥 분기점에 선점이 없다.,녹나무과(Lauraceae),Cinnamomum yabunikkei H.Ohba,소지를 3∼7월에 채취하여 사용한다.
302,"한국(중북부), 중국, 일본, 러시아, 몽고",(내복): 탕전(湯煎)하여 복용한다.,"건비소화, 교취, 보위, 월경부조, 위통.",174,http://api.forest.go.kr/openapi/image/2015174/20151741.jpg,자매과(刺每果),생열귀나무,http://api.forest.go.kr/openapi/image/2015174/20151742.jpg,http://api.forest.go.kr/openapi/image/2015174/20151743.jpg,피자식물/쌍자엽식물,산골짜기 물가에 자라는 낙엽관목으로 높이 1∼1.5m이고 원줄기는 적갈색이며 털이 없다. 잎은 어긋나기하고 5∼9개의 소엽으로 구성된 우상복엽이며 소엽은 타원형이고 예두 원저이며 뒷면에 작은 선점이 밀생한다. 꽃은 홍자색으로 6월에 새가지 끝에 1∼3개가 달린다. 열매는 둥글며 좁은 꽃받침이 달려있다. ☞ 인가목에 비해 엽병에 가시가 있고 소엽 뒷면에 선점이 있다.,장미과(Rosaceae),Rosa davurica Pall.,열매를 채취하여 햇볕에 말린다.
303,"한국(남부), 중국, 일본, 대만",(내복): 탕전(湯煎)하거나 가루약으로 복용한다.,"강요, 강장, 건위, 도한, 명목, 소염, 수종, 식욕부진, 요통, 음위, 자음제열, 활신.",532,http://api.forest.go.kr/openapi/image/2015532/20155321.jpg,석곡(石斛),석곡,http://api.forest.go.kr/openapi/image/2015532/20155322.jpg,http://api.forest.go.kr/openapi/image/2015532/20155323.jpg,피자식물 / 단자엽식물,"바위 겉이나 고목에 붙어 자라는 상록 다년초로서 높이 20㎝이고 근경에서 굵은 뿌리가 많이 돋는다. 잎은 2∼3년생이고 호생하고 피침형이며 끝이 둔하고 밑부분이 잎집과 연결된다. 꽃은 백색 또는 연한 적색으로 5∼6월에 원줄기 끝에 1∼2개가 달린다. 열매는 긴란형이며 자루가 있다.
 ☞ Eria속에 비해 줄기는 보통 신장하고 화분괴는 4개로 작은 꼬리가 없다.",난초과(Orchidaceae),Dendrobium moniliforme (L.) Sw.,전초를 수시로 채취하여 말린다.
304,"한국(남부), 이란, 파키스탄, 아프카니스탄 및 지중해연안","(내복): 탕전(湯煎)하거나, 환제로 복용한다.","곽란, 구금불언, 구내염, 구창, 부인하혈, 살충, 수감, 식제수육체, 십이지장충증, 완선, 월경과다, 월경이상, 유산, 유정증, 음수체, 인두염, 인후 통증, 자궁내막염, 장 출혈, 지사, 지혈, 촌충증, 치통, 탈항, 토혈 각혈, 편도선비대, 편도선염, 폐기천식, 피임, 화상, 후두염",288,http://api.forest.go.kr/openapi/image/2015288/20152881.jpg,석류피(石榴皮),석류나무,http://api.forest.go.kr/openapi/image/2015288/20152882.jpg,http://api.forest.go.kr/openapi/image/2015288/20152883.jpg,피자식물/쌍자엽식물,마을이나 집에 자라는 소교목으로 잔가지는 네모지고 짧은 가지의 끝이 가시로 된다. 잎은 대생하고 도란형 또는 장타원형으로 예두 예저이고 양면에 털이 없다. 꽃은 적색으로 5∼6월에 가지 끝의 짧은 꽃자루에 1∼5개씩 달린다. 열매는 둥글고 황색이며 외피가 불규칙하게 터져서 종자가 보인다.,석류나무과(Punicaceae),Punica granatum L.,"8∼9월 과실 성숙기에 채취, 종자를 제거하고 과피를 말린다."
305,"한국(남부), 중국, 일본, 대만","(내복): 탕전(湯煎)하여 복용한다. (외용): 짓찧어 상처 부위에 붙이거나, 물로 달여 상처 부위를 닦아낸다.","객혈, 거담, 곽란, 구토, 기관지염, 백일해, 옹종, 이뇨, 인후통, 적리, 종독, 창종, 최토, 토혈, 폐결핵, 풍, 해독, 해수, 해열",524,http://api.forest.go.kr/openapi/image/2015524/20155241.jpg,석산(石蒜),석산,http://api.forest.go.kr/openapi/image/2015524/20155242.jpg,http://api.forest.go.kr/openapi/image/2015524/20155243.jpg,피자식물 / 단자엽식물,"산에 자라는 다년초로서 비늘줄기는 타원형이고 외피가 흑색이다. 꽃은 9∼10월에 잎이 없어진 비늘줄기에서 큰 꽃이 산형으로 달린다. 열매는 맺지 못하고 꽃이 쓰러진 다음 짙은 녹색 잎이 나온다. 잎은 다음 해 봄에 사라진다.
 ☞ 흰상사화보다 꽃이 밝은 적색이고 잎이 좁다.",수선화과(Amaryllidaceae),Lycoris radiata (L'Her.) Herb.,비늘줄기를 꽃이 진 후에 채취하여 햇볕에 말린다.
306,"한국(남부 섬), 중국, 일본, 대만, 태국, 히말라야",(내복): 탕전(湯煎)하거나 가루약으로 복용한다.,"기관지염, 보익, 신염, 옹저, 요결석, 이수통림, 임질, 자궁출혈, 종독, 지혈, 창상출혈, 토혈, 해수, 혈뇨, 화염지해, 흉격기창",10,http://api.forest.go.kr/openapi/image/2015010/20150101.jpg,석위(石葦),석위,http://api.forest.go.kr/openapi/image/2015010/20150102.jpg,http://api.forest.go.kr/openapi/image/2015010/20150103.jpg,양치식물,"산속 양지바른 곳의 바위나 늙은 나무 겉에 붙어 자라는 상록 다년초로 근경이 옆으로 길게 벋으며 적색 또는 다갈색 인편이 달린다. 잎은 넓은 피침형 또는 난상 피침형으로 양 끝이 좁고 두껍다. 홀씨주머니 군은 뒷면 전체에 산재한다.
 ☞ 애기석위보다 잎몸이 보다 길고 홀씨주머니와 측막이 확실하다.",고란초과(Polypodiaceae),Pyrrosia lingua (Thunb.) Farw.,잎을 봄부터 가을에 채취하여 근경과 잔뿌리를 제거한다.
307,"한국(전국), 중국, 일본, 러시아, 대만",(내복): 탕전(湯煎)하거나 환제 또는 산제로 복용한다. (외용): 짓찧거나 가루를 내어 상처부위에 바른다.,"감기, 경풍, 기관지염, 맹장염, 복통, 소아 경풍, 월경이상, 자한, 정혈, 종독, 종염, 지혈, 진통, 청열, 청열이뇨, 태독, 토혈 각혈, 폐농양, 폐렴, 하혈, 해소, 해수, 해열, 혈뇨, 활혈, 후통",374,http://api.forest.go.kr/openapi/image/2015374/20153741.jpg,광엽수소(光葉水蘇),석잠풀,http://api.forest.go.kr/openapi/image/2015374/20153742.jpg,http://api.forest.go.kr/openapi/image/2015374/20153743.jpg,피자식물/쌍자엽식물,산야에 자라는 다년초로서 높이가 30∼60㎝이고 네모가 지며 흰 지하경이 옆으로 벋는다. 잎은 대생하며 피침형이고 끝이 뾰족하며 절저 또는 원저이고 가장자리에 둔한 톱니가 있다. 꽃은 연한 홍색으로 6∼9월에 마디에서 윤생한다. ☞ 털향유에 비해 다년초이고 꽃밥이 세로로 터지고 털이 없다.,꿀풀과(Labiatae),Stachys japonica Miq.,전초를 꽃이 필 때 채취하여 햇볕에 말린다.
308,"한국(남부), 중국, 일본",(내복): 탕전(湯煎)하거나 가루약으로 복용한다.,"만성기관지염, 보익, 신염, 이수통림, 임질, 자궁출혈, 지혈, 창상출혈, 토혈, 혈뇨, 화염지해, 흉격기창",9,http://api.forest.go.kr/openapi/image/2015009/20150091.jpg,석위(石葦),세뿔석위,http://api.forest.go.kr/openapi/image/2015009/20150092.jpg,http://api.forest.go.kr/openapi/image/2015009/20150093.jpg,양치식물,"바위 겉에서 자라는 상록 다년초로 높이 15∼20㎝이며 근경은 옆으로 벋고 인편은 흑갈색으로 피침형 또는 난상 피침형이다. 잎은 가장자리가 3∼5개로 갈라진 창처럼 되며 중앙 열편이 가장 길다. 홀씨주머니 군은 주맥 사이에 정연하게 3∼6줄로 배열된다.
 ☞ 잎몸이 3∼5개로 창살같이 갈라지는 것이 특색이다.",고란초과(Polypodiaceae),Pyrrosia hastata (Thunb. ex Houtt.) Ching,잎을 봄부터 가을에 채취하여 근경과 잔뿌리를 제거한다.
309,"한국(전국), 중국, 일본, 러시아","(내복): 탕전(湯煎)하거나, 가루약 또는 술을 담가 복용한다.
 ☞ 단독으로 많은 양을 복용하면 급성위장염이 발생할 수 있다.","간 기능회복, 강정제, 강직성척추관절염, 개선, 거풍조습, 고혈압, 골절통, 구내염, 근골동통, 근육통, 가슴막염, 당뇨병, 만성위염, 만성피로, 발모, 심장염, 야맹증, 양모발약, 연골증, 위경련, 정력증진, 중풍, 지혈, 진통, 척추질환, 치매증, 치통, 칠독, 폐결핵, 피부윤택, 해수 등",15,http://api.forest.go.kr/openapi/image/2015015/20150151.jpg,"송엽(松葉), 송화(松花)",소나무,http://api.forest.go.kr/openapi/image/2015015/20150152.jpg,http://api.forest.go.kr/openapi/image/2015015/20150153.jpg,나자식물,"산야에 자라는 상록교목으로 높이 35m에 달하고 나무껍질은 적갈색 또는 흑갈색이며 동아는 적갈색이다. 잎은 2개씩 달리고 비틀리며 밑부분에 아린이 있고 2년 후에 떨어진다. 꽃은 5월에 피고 웅화수는 새가지 밑에 자화수는 새가지 끝에 달린다. 열매는 구과로 다음 해 9월에 익는다.
 ☞ 해송보다 동아가 적갈색이고 잎이 보드랍다.",소나무과(Pinaceae),Pinus densiflora Siebold & Zucc.,잎을 가을부터 이듬해 봄까지 채취하여 그늘에서 말린다.
310,"한국(전국), 중국, 일본, 대만, 러시아, 몽골, 코카서스",(내복): 탕전(湯煎)하거나 즙을 내어 복용한다. (외용):짓찧어 상처 부위에 붙이거나 달이거나 즙을 내어 상처 부위에 바른다.,"간염, 갑상샘염, 마른버짐, 경혈, 관절염, 구창, 근골동통, 난소종양, 만성위염, 백혈병, 부인하혈, 부종, 산후통, 소아 천연두, 어혈, 열질, 완선, 월경이상, 유선염, 음부질병, 장염, 적백리, 적취, 창독, 통리수도, 통변살충, 풍, 피부윤택, 해수, 해열, 호흡기질환, 화염지해, 황달 등",64,http://api.forest.go.kr/openapi/image/2015064/20150641.jpg,"양제근(羊蹄根), 우이대황(牛耳大黃)",소리쟁이,http://api.forest.go.kr/openapi/image/2015064/20150642.jpg,http://api.forest.go.kr/openapi/image/2015064/20150643.jpg,피자식물/쌍자엽식물,"습지에 자라는 다년초로 높이 30∼80㎝이고 줄기는 곧추 자라며 녹색 바탕에 자줏빛이 돌고 뿌리가 굵어진다. 잎은 피침형 또는 장타원형이고 가장자리가 물결 형이다. 꽃은 연한 녹색으로 6∼7월 가지 끝에 원뿔꼴로 달린다. 열매는 수과로 세모가 지고 3개의 내화피로 둘러싸인다. 
 ☞ 참소리쟁이보다 꽃덮이의 내편은 난원형이며 가장자리는 밋밋하다.",마디풀과(Polygonaceae),Rumex crispus L.,뿌리를 8∼9월에 채취하여 햇볕에 말린다.
311,"한국(전국), 중국",(내복): 탕전(湯煎)하여 복용한다.,"강장보호, 갱년기장애, 거담, 건비위, 건위, 경신익지, 고혈압, 관절냉기, 기관지천식, 담, 몽정, 발한, 사태, 안태, 염증, 우울증, 유방염, 유선염, 윤폐, 이뇨, 자한, 정신분열증, 주독, 지혈, 진정, 진통, 질벽염, 칠독, 통기, 통리수도, 폭식증, 풍질, 풍한, 해독, 해수, 해열, 등",368,http://api.forest.go.kr/openapi/image/2015368/20153681.jpg,"자소엽(紫蘇葉), 자소자(紫蘇子)",소엽,http://api.forest.go.kr/openapi/image/2015368/20153682.jpg,http://api.forest.go.kr/openapi/image/2015368/20153683.jpg,피자식물/쌍자엽식물,재배하는 일년초로서 높이 60∼90㎝이고 4각이며 곧추 자라고 긴 털이 있다. 잎은 대생하고 잎자루가 길며 난형이며 예두 예저이고 맥 위에 긴 털이 있고 가장자리에 톱니가 있다. 꽃은 연한 자주색으로 8∼9월에 가지와 원줄기 끝에 총상화서로 달린다. 열매는 분과로 꽃받침 안에 들어 있다. ☞ 들깨와는 꽃받침 선단이 같은 길이의 5열편으로 갈라지는 것이 다르다.,꿀풀과(Labiatae),Perilla frutescens var. acuta Kudo,잎은 백로(白露) 전후에 채취하여 그늘에서 말린다. 종자는 결실기에 채취하여 햇볕에 말린다.
312,"한국(남부), 중국, 일본, 대만",(내복): 탕전(湯煎)하여 복용한다.,"강장보호, 거담, 거풍, 난산, 담다해수, 대하, 목소양증, 보익, 수렴, 월경막힘, 위산과다증, 유정, 이기, 장위카타르, 종기, 진해, 토혈, 통경, 해수, 활혈",11,http://api.forest.go.kr/openapi/image/2015011/20150111.jpg,봉미초엽(鳳尾蕉葉),소철,http://api.forest.go.kr/openapi/image/2015011/20150112.jpg,http://api.forest.go.kr/openapi/image/2015011/20150113.jpg,나자식물,식재하는 상록관목으로 높이 3∼5m이고 가지가 없고 잎자국이 겉을 둘러싼다. 잎은 1회 깃모양겹잎이고 우편은 어긋나기 하며 선형이고 가장자리가 다소 뒤로 말린다. 수꽃은 원줄기 끝에 달리고 실편으로 된 구과형이며 암꽃은 원줄기 끝에 둥글게 모여 달린다. 종자는 편편하며 외종피는 적갈색이다.,소철과(Cycadaceae),Cycas revoluta Thunb.,"잎은 수시로 채취하고, 꽃이 필 때 꽃을 채취하여 말린다."
313,"한국(전국), 중국, 일본, 대만, 인도","(내복): 탕전(湯煎)하거나 환제 또는 산제로 복용한다. (외용): 가루 내어 상처 부위에 뿌리거나 달여서 상처 부위를 닦아내다.
 ☞ 과량 사용 시 구토를 일으킨다.","개선, 거습, 건 위, 고미, 구충, 살충, 수감, 옹종, 위장염, 장위카타르, 조습, 종독, 폐결핵, 학질, 해열",228,http://api.forest.go.kr/openapi/image/2015228/20152281.jpg,고목(苦木),소태나무,http://api.forest.go.kr/openapi/image/2015228/20152282.jpg,http://api.forest.go.kr/openapi/image/2015228/20152283.jpg,피자식물/쌍자엽식물,"산기슭에 자라는 낙엽소교목으로 잔가지에 털이 없으며 적갈색 껍질에 황색 피목이 있다. 잎은 호생하고 홀수1회우상복엽이며 소엽은 점 첨 두이고 예저 또는 원저이며 가장자리에 물결형 톱니가 있다. 꽃은 2가화로 6월에 산방화서로 달린다. 열매는 핵과로 난상 원형이며 적색으로 익는다.
 ☞ 가죽나무에 비해 잎 표면이 짙은 갈색이고 열매에 붉은빛이 돈다.",소태나무과(Simaroubaceae),Picrasma quassioides (D.Don) Benn.,"피, 근피, 등 전주를 연중 채취하여 햇볕에 말린다."
314,"한국(전국), 북반구의 온대 이북지역","(내복): 탕전(湯煎)하거나 환제 또는 가루약으로 복용한다. (외용): 가루 내어 상처 부위에 산포한다.
 ☞ 기혈이 허한 사람, 안질의 노기 등으로 붉어진 사람은 복용을 피한다.","명목퇴예, 명안, 부인하혈, 산풍, 소산풍열, 옹종, 인후통, 인후통증, 자궁출혈, 장염, 장 출혈, 조경, 종기, 치질, 치핵, 탈항, 통리수도, 해열, 혈변",3,http://api.forest.go.kr/openapi/image/2015003/20150031.jpg,목적(木賊),속새,http://api.forest.go.kr/openapi/image/2015003/20150032.jpg,http://api.forest.go.kr/openapi/image/2015003/20150033.jpg,양치식물,"산골짜기 습지에 자라는 상록 다년초로 높이 30∼60㎝이며 줄기가 모여나는 것처럼 보이고 가지가 없으며 마디 사이에 10∼18개의 능선이 있다. 퇴화한 비늘 같은 잎은 서로 붙어 마디 부분을 완전히 둘러싸서 잎집으로 되며 끝이 톱니 모양이고 각 능선과 교대로 달린다. 홀씨주머니는 원줄기 끝에 달리고 원뿔꼴이며 끝이 뾰족하다.
 ☞ 개속새에 비해 줄기는 단순하고 엽초의 지름이 길이와 거의 같다.",속새과(Equisetaceae),Equisetum hyemale L.,지상부를 여름부터 가을에 채취하여 그늘에서 말린다.
315,"한국(전국), 중국, 일본, 러시아, 몽고, 유럽",(내복): 탕전(湯煎)하여 복용한다.,"간염, 감기, 독사교상, 월경이상, 인후통증, 종독, 지양, 청열해독, 타박상, 편도선염, 피부염, 해독, 해열, 행혈, 활혈, 황달",398,http://api.forest.go.kr/openapi/image/2015398/20153981.jpg,봉자채(蓬子菜),솔나물,http://api.forest.go.kr/openapi/image/2015398/20153982.jpg,http://api.forest.go.kr/openapi/image/2015398/20153983.jpg,피자식물/쌍자엽식물,산야에 자라는 다년초로서 높이 70∼100㎝이고 곧추 자라며 윗부분에서 가지가 갈라진다. 잎은 8∼10개가 윤생하며 선형이고 끝이 뾰족하며 뒷면 마디에 털이 있다. 꽃은 황색으로 6∼8월에 잎겨드랑이와 원줄기 끝에 원추화서로 달린다. 열매는 분과로 2개씩 달리고 털이 없다.,꼭두서니과(Rubiaceae),Galium verum var. asiaticum Nakai,전초를 채취하여 말린다.
316,"한국(중북부), 중국",(내복): 탕전(湯煎)하여 복용한다.,"강화, 두통, 발열, 사화, 청열, 해수, 황달.",412,http://api.forest.go.kr/openapi/image/2015412/20154121.jpg,산라복(山蘿蔔),솔체꽃,http://api.forest.go.kr/openapi/image/2015412/20154122.jpg,http://api.forest.go.kr/openapi/image/2015412/20154123.jpg,피자식물/쌍자엽식물,"산기슭 양지바른 곳에 자라는 2년 초로서 높이 50∼90㎝이고 퍼진 털과 꼬부라진 털이 있다. 뿌리에 달린 잎은 꽃이 필 때 없어지고, 줄기에 달린 잎은 대생하고 장타원형이며 끝이 둔하거나 뾰족하며 결각상의 톱니가 있다. 꽃은 하늘색으로 7∼9월에 두상화서로 달린다. 열매는 수과로 바늘 모양이다. ☞ 산토끼꽃 속에 비해 전체에 연모가 있고 두상화는 편평하다.",산토끼꽃과(Dipsacaceae),Scabiosa tschiliensis Gruning,꽃을 여름에 채취하여 말린다.
317,"한국(중남부), 중국",(내복): 탕전(湯煎)하여 복용한다.,"각혈, 간질, 객토혈, 경련, 구금불언, 구토, 금창, 발한, 소염, 유산, 익기, 자한, 정신분열증, 주독, 중풍, 지혈, 진정, 치통, 파상풍, 해수, 해열, 황달",479,http://api.forest.go.kr/openapi/image/2015479/20154791.jpg,죽여(竹茹),솜대,http://api.forest.go.kr/openapi/image/2015479/20154792.jpg,http://api.forest.go.kr/openapi/image/2015479/20154793.jpg,피자식물 / 단자엽식물,"산에 자라는 상록교목으로 높이 7∼8m이고 처음은 흰 가루로 덮여 있지만, 황록색으로 된다. 잎은 피침형이고 점첨두이며 원저 또는 넓은 예 저이고 잔 톱니가 있으며 뒷면의 주맥을 따라 잔털이 있다. 꽃차례를 둘러싼 포는 넓은 피침형이다. 씨방은 장란형이며 암술머리가 3개이다. 
 ☞ 왕대보다 절간에 홈이 없고 죽순 껍질이 연한 자색으로 반점이 없다.",벼과(Gramineae),Phyllostachys nigra var. henonis (Bean) Stapf ex Rendle,경간을 채취하여 외층 피를 제거하고 중간층을 가볍게 벗기어 그늘에서 말린다.
318,"한국(전국), 중국, 일본, 대만","(내복): 탕전(湯煎)하여 복용한다. (외용): 짓찧어 상처 부위에 바르거나, 가루 내어 개어 붙인다.","감기, 거담, 구내염, 기관지염, 신우신염, 옹종, 이뇨, 인후 통증, 종독, 청열해독, 타박상, 통리수도, 해열, 활혈소종",462,http://api.forest.go.kr/openapi/image/2015462/20154621.jpg,구설초(狗舌草),솜방망이,http://api.forest.go.kr/openapi/image/2015462/20154622.jpg,http://api.forest.go.kr/openapi/image/2015462/20154623.jpg,피자식물/쌍자엽식물,"건조한 양지에 자라는 다년초로서 높이 20∼65㎝이고 원줄기는 거미줄 같은 털이 있다. 뿌리에서 돋은 잎은 로제트형으로 퍼지고 장타원형이며 밑부분이 좁아지고 양면에 많은 솜털이 덮여 있다. 꽃은 황색으로 5∼6월에 산방상으로 달린다. 열매는 수과로 털이 있고 원통형이다.
 ☞ 산솜방망이보다 두상 꽃차례의 색이 황색이다.",국화과(Compositae),Tephroseris kirilowii (Turcz. ex DC.) Holub,전초를 꽃이 필 때 채취하여 햇볕에 말린다.
319,"한국(중남부), 중국, 일본, 대만","(내복): 탕전(湯煎)하거나, 즙을 내어 복용한다. (외용): 짓찧어 상처 부위에 붙이거나, 달여서 상처 부위를 닦아낸다.","간염, 거풍이습, 고혈압, 관절염, 급성간염, 요통, 일체 안 병, 제습, 종기, 지혈, 평간해독, 풍, 풍비, 황달",300,http://api.forest.go.kr/openapi/image/2015300/20153001.jpg,상춘등(常春籐),송악,http://api.forest.go.kr/openapi/image/2015300/20153002.jpg,http://api.forest.go.kr/openapi/image/2015300/20153003.jpg,피자식물/쌍자엽식물,"산기슭에 자라는 상록 덩굴식물로 가지에 기근이 나와 다른 물체에 붙는다. 잎은 호생하며 굳고 윤채가 있는 짙은 녹색이며 가지 잎은 3각형이며 절저 또는 심장 저이다. 꽃은 황녹색으로 10월에 1개 또는 여러 개가 가지 끝에 취산상으로 달린다. 열매는 둥글고 다음 해 5월에 흑색으로 익는다.
 ☞ 황칠나무에 비해 관목이고 잎이 대형으로 7∼9개로 중열한다.",두릅나무과(Araliaceae),Hedera rhombea (Miq.) Siebold & Zucc. ex Bean,경엽을 가을에 채취하여 햇볕에 말린다.
320,"한국(전국), 중국, 일본, 러시아, 몽고, 인도, 말레이시아",(내복): 탕전(湯煎)하여 복용한다.,"강정, 이뇨, 이뇨소종, 중풍, 활혈조경",365,http://api.forest.go.kr/openapi/image/2015365/20153651.jpg,대화익모초(大花益母草),송장풀,http://api.forest.go.kr/openapi/image/2015365/20153652.jpg,http://api.forest.go.kr/openapi/image/2015365/20153653.jpg,피자식물/쌍자엽식물,"산의 풀밭에 자라는 다년초로서 높이가 1m에 달하고 둔한 4각형이고 털이 있다. 잎은 대생하며 난형이며 예두, 예저이고 가장자리에 둔한 톱니가 있다. 꽃은 8월에 연한 홍색으로 피고 윗부분의 잎겨드랑이에서 5∼6개씩 달린다. 열매는 분과로 쐐기형 비슷한 도란형이며 3개의 능각이 있다. ☞ 익모초보다 잎이 결각 또는 엉성한 톱니가 있다.",꿀풀과(Labiatae),Leonurus macranthus Maxim.,전초를 여름 생장이 왕성할 때 채취하여 햇볕에 말린다.
